Event Date,Type,Event,Location,Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
06/11/2014,,7th Precinct Community Council meeting,7th Precinct,19 1/2 Pitt St,Manhattan,10002,40.716203,-73.983583,3,1,12,1004078,1003420060,Lower East Side
06/11/2014,,Community Board meeting - Brooklyn 6,School for International Studies - auditorium,284 Baltic St (b/n Court & Smith),Brooklyn,11201,40.685419,-73.993351,6,33,69,3006401,3004020001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
06/11/2014,,90th Precinct Community Council meeting,,30 Montrose Ave - Community Room,Brooklyn,,,,,,,,,
06/11/2014,,109th Precinct Community Council Barbecue,109th Precinct - rear parking lot,37-05 Union St.,Queens,11354,40.762286,-73.827436,7,20,865,4113348,4050110006,Flushing
06/10/2014,,Community Board meeting - Brooklyn 1,,211 Ainslie St,Brooklyn,11211,40.712972,-73.945453,1,34,495,3069039,3027700001,East Williamsburg
06/10/2014,,PTA Workshop,Academy for College Prep & Career Exploration,900-911 Bushwick Ave,Brooklyn,11221,40.693363,-73.925055,4,34,395,3396739,3032730040,Bushwick South
06/10/2014,,Beth Israel,Beth Israel,1st Ave/16th Street,Manhattan,,,,,,,,,
06/10/2014,,RNY in Spanish (Know Your Rights Forum),Queens Vocational and Technical High School,37-02 47 Ave,Queens,11101,40.742205,-73.928219,2,26,189,4003259,4002280020,Hunters Point-Sunnyside-West Maspeth
06/10/2014,,Community Board meeting - Staten Island 1,All Saints Church,2329 Victory Blvd,Staten Island,10314,40.611145,-74.142053,1,50,18901,5012794,5004740036,Westerleigh
06/10/2014,,Know Your Rights Forum,Queens Vocational and Technical High School,37-02 47 Ave,Queens,11101,40.742205,-73.928219,2,26,189,4003259,4002280020,Hunters Point-Sunnyside-West Maspeth
06/10/2014,,Hurricane Preparedness,Teresa Moore Senior Center,2702 Linden Boulevard,Brooklyn,11208,40.669208,-73.864514,5,42,1214,3326995,3044880001,East New York
06/10/2014,,Community Board meeting - Queens 14,Knights of Columbus Hall,333 Beach 90 St,Queens,11693,40.588363,-73.814823,14,32,94202,4303518,4161240084,Hammels-Arverne-Edgemere
06/10/2014,,Community Board meeting - Queens 4,VFW Post #150,51-11 108th St,Queens,11368,40.743808,-73.855189,4,21,427,4049711,4020070095,Corona
06/09/2014,,Community Board meeting - Brooklyn 14,Edward Murrow High School,1600 Ave L,Brooklyn,11230,40.620525,-73.959285,14,44,768,3180673,3067340109,Midwood
06/09/2014,,Community Board meeting - Queens 7,Union Plaza Care Center,33-23 Union St - 9th floor,Queens,,,,,,,,,
06/09/2014,,RNY for NYCHA,Davidson Community Center,1221 Prospect Ave,Bronx,10459,40.827264,-73.898476,3,17,131,2005038,2026800019,Longwood
06/08/2014,,Hester Street Fair,Hester Street,Seward Park,Manhattan,10002,40.714801,-73.98929,3,1,1401,,,Lower East Side
06/07/2014,,9th Annual Health Fair -- Cathedral Community Cares,111th Street Driveway,1047 Amsterdam Ave,Manhattan,10025,40.803951,-73.963139,9,7,19701,1082706,1018650001,Morningside Heights
06/07/2014,,Downtown Brooklyn Community Health Expo,Ashland Pl. (Btw. Dekalb Ave & Willoughby St,121 Dekalb Ave,Brooklyn,11201,40.689781,-73.977539,2,35,33,3058410,3020880004,Fort Greene
06/07/2014,,Red Hook Festival,Rudolph Valentino Jr. Park & Pier,Rudolph Valentino Jr. Park & PiER,Brooklyn,11231,40.678361,-74.018008,6,38,53,,,Carroll Gardens-Columbia Street-Red Hook
06/07/2014,,Cypress Hills Child Care Health Fair,Capital One Bank Parking Lot,3345 Fulton Street,Brooklyn,11208,40.683701,-73.872038,5,37,1184,3327215,3041310001,Cypress Hills-City Line
06/06/2014,,RNY for NYCHA,Leavitt House,139-10 34th Ave,Queens,11354,40.767218,-73.828867,7,20,88901,4112108,4049570024,Flushing
06/06/2014,,First Fridays at the Bronx Museum of the Arts,The Bronx Museum of the Arts,1040 Grand Concourse,Bronx,10456,40.831063,-73.920361,4,16,18102,2002826,2024620001,East Concourse-Concourse Village
06/06/2014,,Hurricane Preparedness,Jefferson Houses Senior Center,2205 First Avenue,Manhattan,10029,40.794319,-73.93665,11,8,180,1081091,1016840001,East Harlem North
06/05/2014,,Safety Awareness Fair,Brooklyn Borough Hall,,Brooklyn,,,,,,,,,
06/05/2014,,Safety Preparedness for Tenants,Ravenswood Houses (NYCHA),21-10 35th Ave,Queens,11106,40.761283,-73.935248,1,26,47,4430704,4003350002,Astoria
06/05/2014,,Citizen Preparedness Training,116 W 11 St,116 W 11 St,Manhattan,10011,40.735692,-73.999026,2,3,71,1010543,1006060049,West Village
06/05/2014,,Community Board meeting - Queens 2,Sunnyside Community Services,43-31 39th St,Queens,11104,40.74519,-73.925909,2,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth
06/05/2014,,Community Board meeting - Queens 10,Knights of Columbus Hall,135-45 Lefferts Blvd,Queens,11420,40.670263,-73.820954,10,32,838,4256610,4118060007,South Ozone Park
06/05/2014,,First Annual Spring Fling Day,Red Hook Recreation Center,155 Bay Street,Brooklyn,11231,40.671937,-74.003515,6,38,53,3008670,3005820001,Carroll Gardens-Columbia Street-Red Hook
06/04/2014,,PS 255 -- Elementary Assembly (Grade 4 & 5),PS 255,1866 East 17th Street,Brooklyn,11229,40.604349,-73.955528,15,48,558,3184034,3068210123,Madison
06/04/2014,,Community Board meeting - Manhattan 4,Fulton Center Auditorium,119 9th Ave,Manhattan,10011,40.743172,-74.00376,4,3,83,1078418,1007150010,Hudson Yards-Chelsea-Flatiron-Union Square
06/04/2014,,PS 255 -- Elementary Assembly (Grade 2 & 3),PS 255,1866 East 17th Street,Brooklyn,11229,40.604349,-73.955528,15,48,558,3184034,3068210123,Madison
06/04/2014,,Bronx Borough President Cabinet Meeting,Borough President's Office,"198 E. 161st St, 10th Fl Conf. Rm.",Bronx,10451,40.826354,-73.921024,4,16,61,2099027,2024430094,East Concourse-Concourse Village
06/04/2014,,RNY for NYCHA,Gaylord White Senior Center,2029 2nd Ave,Manhattan,10029,40.789473,-73.943288,11,8,170,1080669,1016540011,East Harlem South
06/04/2014,,Community Board meeting - Manhattan 10,Oberia Dempsey Center,127 W. 127th St,Manhattan,10027,40.809488,-73.945496,10,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
06/04/2014,,40th Precinct Community Council meeting,Lincoln Hospital,234 E. 149 St,Bronx,10451,40.81774,-73.924156,1,17,65,2097050,2023350016,Melrose South-Mott Haven North
06/04/2014,,PS 246 - Teen Assembly,PS 246,72 Veronica Place,Brooklyn,11226,40.648608,-73.952821,17,40,794,3117381,3051100025,Erasmus
06/04/2014,,RNY for NYCHA,Fort Washington,"99 Fort Washington Ave, Building Lobby",Manhattan,10032,40.83851,-73.943738,12,7,247,1063346,1021360235,Washington Heights South
06/03/2014,,Parents Group (Head Start),Siloam Presbyterian Church,260 Jefferson Ave,Brooklyn,11216,40.683552,-73.94764,3,36,249,3052305,3018330038,Bedford
06/03/2014,,Hurricane Preparedness,Stein Senior Center,245 East 17 Steet,Manhattan,,,,,,,,,
06/03/2014,,Hospital Staff Outreach,Philips Ambulatory Center,10 Union Sq,Manhattan,,,,,,,,,
06/03/2014,,George M. Murray Prep Academy (Grades 5-8),George M. Murray Prep Academy,760 Dekalb Ave,Brooklyn,11216,40.691972,-73.946126,3,36,261,3329650,3017800033,Bedford
06/02/2014,,SI CB 2 Public Service Committee meeting,Lou Caravone building @ Sea View Hospital,460 Brielle Ave,Staten Island,10314,40.593798,-74.135437,2,50,181,5141697,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
06/01/2014,,Hester Street Fair,Hester Street,Seward Park,Manhattan,10002,40.714801,-73.98929,3,1,1401,,,Lower East Side
05/31/2014,,Annual Health Fair,Bedford Central Presbyterian Church,1200 Dean Street,Brooklyn,11216,40.676836,-73.949271,8,36,315,3030357,3012130005,Crown Heights North
05/31/2014,,Hurricane Preparedenss,Home Depot,132-20 Merrick Blvd,Queens,11434,40.678918,-73.7595,12,27,352,4279930,4129990044,St. Albans
05/31/2014,,Hurricane Preparedness Fair,Home Depot,11220 Rockaway Blvd,Queens,11420,40.677251,-73.826088,10,32,864,4446012,4115430100,South Ozone Park
05/31/2014,,Hurricane Preparedness Fair,Home Depot,2970 Cropsey Ave,Brooklyn,11214,40.582706,-73.986262,13,47,348,3348838,3069470500,Seagate-Coney Island
05/31/2014,,Hurricane Preparedness Fair,Home Depot,2560 Bruckner Blvd,Bronx,10465,40.827973,-73.838948,10,13,90,2090618,2055420041,Soundview-Castle Hill-Clason Point-Harding Park
05/31/2014,,Hurricane Preparedness Fair,Home Depot,50-10 Northern Blvd,Queens,11101,40.753225,-73.912138,1,26,171,4000825,4001200050,Hunters Point-Sunnyside-West Maspeth
05/30/2014,,PS 5 - Career Day,PS 5,820 Hancock street,Brooklyn,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights
05/30/2014,,Girl Scout Workshop,St. Demetrios School Astoria,30-03 30th Drive,Queens,11102,40.765549,-73.923403,1,22,63,4441083,4005930001,Astoria
05/30/2014,,MS 72 - Teen Workshop ( Grade 6),MS 72,133-25 Guy R Brewer Blvd,Queens,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North
05/30/2014,,MS 72 - Teen Workshop ( Grade 8),MS 72,133-25 Guy R Brewer Blvd,Queens,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North
05/30/2014,,Safe Space - Annual Wellness Week @ MS 72,MS 72,133-25 Guy R. Brewer Blvd,Queens,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North
05/30/2014,,PS 5 - Career Day,PS 5,820 Hancock street,Brooklyn,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights
05/30/2014,,PS 5 - Career Day,PS 5,820 Hancock street,Brooklyn,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights
05/30/2014,,MS 72 - Teen Workshop ( Grade 7),MS 72,133-25 Guy R Brewer Blvd,Queens,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North
05/30/2014,,PS 74-- Elementary Workshop (Grades 3 & 4),PS 74,211 Daniel Low Terrace,Staten Island,10301,40.639087,-74.079922,1,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George
05/30/2014,,PS 5 - Career Day,PS 5,820 Hancock street,Brooklyn,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights
05/29/2014,,PS/MS 218 - Town Hall Meeting in Spanish,PS/MS 218,1220 Gerard Ave,Bronx,10452,40.835847,-73.920026,4,16,197,2097130,2024800008,West Concourse
05/29/2014,,Community Board meeting - Bronx 1,Community Board office,3024 3rd Ave,Bronx,10455,40.819717,-73.913373,1,17,71,2117395,2023630024,Melrose South-Mott Haven North
05/29/2014,,Safe Space - Annual Wellness Fair,PS 215,535 Briar Place,Queens,11691,40.5993,-73.758206,14,31,99801,4301194,4157720031,Far Rockaway-Bayswater
05/28/2014,,Hurricane Preparedness,Queens Center for Gay Seniors community house,74-09 37 Avenue,Queens,11372,40.748992,-73.891561,3,25,289,4029563,4012740035,Jackson Heights
05/28/2014,,5th Precinct Community Council meeting,5th Precinct,19 Elizabeth St,Manhattan,10013,40.716004,-73.997331,3,1,29,1066496,1002010020,Chinatown
05/28/2014,,Fair for Older Citizens,Flushing Community Library,41-17 Main Street,Flushing,11355,40.757784,-73.829252,7,20,853,4114282,4050430011,Flushing
05/28/2014,,Hurricane Presentation,10th Police Precinct,230 West 20th St,Manhattan,10011,40.742656,-73.998048,4,3,87,1013994,1007690055,Hudson Yards-Chelsea-Flatiron-Union Square
05/25/2014,,Hester Street Fair,,Essex St,Queens,,,,,,,,,
05/24/2014,,Health Fair,Bedford Medical Group,176 Fenimore St,Brooklyn,11225,40.658331,-73.956101,9,40,802,3115551,3050430009,Prospect Lefferts Gardens-Wingate
05/24/2014,,Chinese-American Planning Council,Chinese-American Planning Council,165 Eldridge St,Manhattan,10002,40.720074,-73.990996,3,1,18,1075907,1004200068,Chinatown
05/24/2014,,Hester Street Fair,Seward Park,Essex St,Queens,,,,,,,,,
05/22/2014,,Parent Meeting,LIFE/John Coker Early Learn Center,1375 Bushwick Ave,Brooklyn,11207,40.685173,-73.910526,4,37,403,3079655,3034330005,Bushwick South
05/22/2014,,Refugee Resttlement Program,Catholic Charities,"80 Maiden Lane, 13th Floor",Manhattan,10038,40.707116,-74.007329,1,1,7,1001015,1000420031,Battery Park City-Lower Manhattan
01/08/2013,,American Airlines Resilience Workshop,JFK Terminal 8,,Queens,,,,,,,,,
05/21/2014,,Mount Sinai Preparedness Fellows Meeting,Mount Sinai Hospital,1 Gustave L. Levy Pl,Manhattan,10029,40.790443,-73.953793,11,8,168,1083923,1016040006,East Harlem South
05/21/2014,,Citizen Preparedness Training Program,Fort George Vistas Norc-Manhattan,17 Fort George Hill,Manhattan,10040,40.857983,-73.927237,12,10,283,1064067,1021700131,Washington Heights North
05/20/2014,,PS 207 - Pre-K Workshop,PS 207,4011 Fillmore Ave,Brooklyn,11234,40.613353,-73.930129,18,46,652,3239388,3084840001,Georgetown-Marine Park-Bergen Beach-Mill Basin
05/20/2014,,Train the Trainer Presentation,New York City Housing Authority,"23-02 49th Avenue, 5th Fl",Queens,11101,40.742009,-73.946605,2,26,1,4000542,4000710124,Hunters Point-Sunnyside-West Maspeth
05/20/2014,,PS 207 - Pre-K Workshop,PS 207,4011 Fillmore Ave,Brooklyn,11234,40.613353,-73.930129,18,46,652,3239388,3084840001,Georgetown-Marine Park-Bergen Beach-Mill Basin
05/20/2014,,RNY in Chinese,Chinatown YMCA New Americans Welcome Center,100 Hester St,Manhattan,10002,40.716553,-73.993092,3,1,16,1082489,1003010003,Chinatown
05/19/2014,,Citizen Preparedness Training Program,Southbridge Towers Community Room,90 Beekman St,Manhattan,10038,40.708439,-74.003704,1,1,1501,1083348,1000940001,Battery Park City-Lower Manhattan
05/18/2014,,Church Community Fair,Trinity AME Church,259 West 126th St,Manhattan,10027,40.810341,-73.949473,10,9,224,1058670,1019320009,Central Harlem North-Polo Grounds
05/18/2014,,2nd Annual Healthy Living Exp,Hebrew Educational Society,9502 Seaview Ave,Brooklyn,11236,40.632808,-73.89122,18,46,1028,3235056,3083180008,Canarsie
05/18/2014,,Health and Safety Street Fair Event,East 140th Street and Alexander Ave,East 140th Street and Alexander Ave,Bronx,,,,,,,,,
05/17/2014,,PAW Day 2014,Carl Schurz Park,84th St and East End,Manhattan,,,,,,,,,
05/17/2014,,Sunset Park Recreation Center,Sunset Park Recreation Center,43rd & 7th Ave,Brooklyn,,,,,,,,,
05/17/2014,,28th Annual Community Health Fair,,445 Lenox Road (E. 35th -E.37th St.),Brooklyn,11203,40.654527,-73.944311,17,40,816,3336186,3048380001,East Flatbush-Farragut
05/17/2014,,Immigration Resources Fair,St. George's Episcopal Church,135-32 38th Ave,Queens,11354,40.760399,-73.831899,7,20,871,4112307,4049750001,Flushing
05/17/2014,,Get Green South Bronx Earth Fest,St. Mary's Park,147th Street,Bronx,,,,,,,,,
05/16/2014,,ESOL CLIP Program,LaGuardia Community College,"31-10 Thomson Ave, C Building, room C-223",Queens,11101,40.744902,-73.935022,2,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
05/16/2014,,PS 245-- Pre-K Workshop,PS 245,249 East 17th Street,Brooklyn,11226,40.645016,-73.963208,14,40,512,3117584,3051210032,Flatbush
05/16/2014,,Sustainability Expo and Symposium,First Service Residential,"622 3rd Avenue, 14th Floor",Manhattan,10017,40.749581,-73.975324,6,4,80,1089024,1012950033,Murray Hill-Kips Bay
05/16/2014,,Property Managers Meeting,Enterprise Community Partners,1 Whitehall St,Manhattan,10004,40.703973,-74.013164,1,1,9,1000027,1000100023,Battery Park City-Lower Manhattan
05/16/2014,,PS 209 -- Elementary Assembly (Grade 3),PS 209,16-10 Utopia Parkway,Queens,11357,40.783608,-73.794654,7,19,1017,4128717,4057340001,Ft. Totten-Bay Terrace-Clearview
05/16/2014,,PS/IS 499 - Career Day,"Queens College School for Math, Science And Techn",148-20 Reeves Avenue,Queens,11367,40.739246,-73.822057,8,24,809,4467571,4065070150,Kew Gardens Hills
05/16/2014,,PS 209 -- Elementary Assembly (Grade 3),PS 209,16-10 Utopia Parkway,Queens,11357,40.783608,-73.794654,7,19,1017,4128717,4057340001,Ft. Totten-Bay Terrace-Clearview
05/16/2014,,PS/IS 499 - Career Day,"Queens College School for Math, Science And Techn",148-20 Reeves Avenue,Queens,11367,40.739246,-73.822057,8,24,809,4467571,4065070150,Kew Gardens Hills
05/15/2014,,MS 340 - Teen Assembly ( Grade 7),MS 340,227 Sterling Place,Brooklyn,11238,40.676094,-73.97038,8,35,163,3029060,3011640057,Prospect Heights
05/15/2014,,Citizen Preparedness Training Program,Safe Haven Residence,345-347 E. 146th St,Bronx,10451,40.815051,-73.920907,1,8,65,2000881,2023290093,Melrose South-Mott Haven North
05/15/2014,,MS 340 - Teen Assembly ( Grade 6),MS 340,227 Sterling Place,Brooklyn,11238,40.676094,-73.97038,8,35,163,3029060,3011640057,Prospect Heights
05/14/2014,,PS 7 - Career Day (Grades 1-5),PS 7,858 Jamaica Ave,Brooklyn,11208,40.689697,-73.873109,5,37,118201,3090998,3041060039,Cypress Hills-City Line
05/14/2014,,Citizen Preparedness Training,173rd Community Residence,550 West 173rd St,Manhattan,10032,40.843677,-73.936447,12,10,253,1063115,1021290117,Washington Heights South
05/14/2014,,Senior My Plan and Hurricane,QCH Forest Hills Senior Center,108-25 62 Drive,Queens,11375,40.73591,-73.850212,6,29,745,4432108,4021590002,Forest Hills
05/13/2014,,Senior Preparedness,Stein Senior Center,204 East 23 Street,Manhattan,10010,40.738655,-73.982755,6,2,64,1019664,1009030056,Gramercy
05/12/2014,,MS 448 - Teen Workshops (6th Graders),MS 448,610 Henry Street,Brooklyn,11231,40.68007,-74.001377,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook
05/12/2014,,MS 448 - Teen Workshops (6th Graders),MS 448,610 Henry Street,Brooklyn,11231,40.68007,-74.001377,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook
05/12/2014,,MS 448 - Teen Workshops (6th Graders),MS 448,610 Henry Street,Brooklyn,11231,40.68007,-74.001377,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook
05/12/2014,,Citizen Preparedness Training Program,Bellevue Medical Center,462 1st Ave,Manhattan,10016,40.739173,-73.976862,6,4,62,1086515,1009620100,Murray Hill-Kips Bay
05/11/2014,,Hester Street Fair,Hester Street and Essex Street,Hester Street and Essex Street,Queens,,,,,,,,,
05/10/2014,,6th Annual Fair at the Square,Westchester Square,Westchester Square,Bronx,,,,,,,,,
10/28/2016,,Ready Girl at Gracie Manson's Spooky Halloween Party,Gracie Mansion,E 88th St & East End Ave,Manhattan,,,,,,,,,
05/09/2014,,My Emergency Plan for Scouts and Parents,Boy Scouts,807 Manhattan Avenue,Brooklyn,11222,40.727904,-73.953154,1,33,561,3065317,3025960012,Greenpoint
05/09/2014,,38th Annual Law Day,I.S 73Q,70-02 54th Ave,Queens,11378,40.729215,-73.893624,5,30,49302,4058611,4025030031,Maspeth
05/09/2014,,DCAS Staff Orientation,North Mezzanine,1 Centre St,Manhattan,10007,40.713001,-74.004181,1,1,29,1001394,1001210001,Chinatown
05/08/2014,,My Plan,RAIN Boston East Senior Center,3450 Boston Road,Bronx,10469,40.876304,-73.848594,12,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester
05/08/2014,,RNY in Chinese,Chinatown YMCA New Americans Welcome Center,100 Hester St,Manhattan,10002,40.716553,-73.993092,3,1,16,1082489,1003010003,Chinatown
05/08/2014,,Citizen Preparedness Training Program,Antioch Baptists Church,107-14 Pinegrove St,Queens,11435,40.690143,-73.805374,12,28,198,4448845,4100720010,South Jamaica
05/08/2014,,PS 100- Parent Workshop,PS 100,111-11 118 STREET,Queens,11420,40.679984,-73.822078,10,28,102,4250416,4116230001,South Ozone Park
05/08/2014,,Citizen Preparedness Training Program,CAMBA,730 Rockaway Ave,Brooklyn,11212,40.661951,-73.908776,16,42,916,3397844,3035890038,Brownsville
05/07/2014,,Emergency Preparedness for Staff,HRA Income Clearance Program,98 Bushwick,Brooklyn,,,,,,,,,
05/07/2014,,7th Annual Youth Conference,Brooklyn College Student Center,East 27th Street,Brooklyn,,,,,,,,,
05/07/2014,,Emergency Preparedness for Staff,HRA Income Clearance Program,98 Bushswick,Brooklyn,,,,,,,,,
